player,target,round_table,Season,second_turn,target_gender,target_ethnicity,voter_gender,voter_ethnicity,Round
C1_Clare Balding,C1_Charlotte Church,3,all,,female,white,female,white,3
4_Rachel Duffy,4_Ross Garshong,3,all,,male,person_of_color,female,white,3
4_Stephen Libby,"4_Marzook ""Maz"" Bana",3,all,,male,person_of_color,male,white,3
4_Jack Butler,4_Reece Ward,3,all,,male,white,male,white,3
4_Faraaz Noor,4_Sam Little,3,all,,male,white,male,person_of_color,3
4_Jade Scott,4_Ross Garshong,3,all,,male,person_of_color,female,person_of_color,3
4_James Baker,4_Reece Ward,3,all,,male,white,male,white,3
4_Roxy Wilson,4_Ross Garshong,3,all,,male,person_of_color,female,person_of_color,3
4_Matthew Hyndman,4_Sam Little,3,all,,male,white,male,white,3
4_Ellie Buckley,4_Reece Ward,3,all,,male,white,female,white,3
4_Jessie Stride,4_Reece Ward,3,all,,male,white,female,white,3
4_Sam Little,4_Reece Ward,3,all,,male,white,male,white,3
4_Adam Waughman,4_Jade Scott,3,all,,female,person_of_color,male,white,3
4_Harriet Tyce,4_Ross Garshong,3,all,,male,person_of_color,female,white,3
4_Fiona Hughes,4_Ross Garshong,3,all,,male,person_of_color,female,white,3
4_Reece Ward,4_Ross Garshong,3,all,,male,person_of_color,male,white,3
4_Amanda Collier,4_Jade Scott,3,all,,female,person_of_color,female,white,3
"4_Marzook ""Maz"" Bana",4_Jade Scott,3,all,,female,person_of_color,male,person_of_color,3
4_Ross Garshong,4_Stephen Libby,3,all,,male,white,male,person_of_color,3
3_Jake Brown,3_Armani Gouveia,3,all,,female,person_of_color,male,white,3
3_Leanne Quigley,3_Armani Gouveia,3,all,,female,person_of_color,female,white,3
3_Francesca Rowan-Plowden,3_Maia Gouveia,3,all,,female,person_of_color,female,white,3
3_Charlotte Berman,3_Kasim Ahmed,3,all,,male,person_of_color,female,person_of_color,3
3_Freddie Fraser,3_Armani Gouveia,3,all,,female,person_of_color,male,white,3
3_Minah Shannon,3_Armani Gouveia,3,all,,female,person_of_color,female,person_of_color,3
3_Joe Scott,3_Kasim Ahmed,3,all,,male,person_of_color,male,white,3
3_Leon Jackman,3_Armani Gouveia,3,all,,female,person_of_color,male,person_of_color,3
3_Lisa Coupland,3_Joe Scott,3,all,,male,white,female,white,3
3_Alex Oleksy,3_Armani Gouveia,3,all,,female,person_of_color,male,white,3
3_Anna Duke,3_Kasim Ahmed,3,all,,male,person_of_color,female,white,3
3_Linda Rands,3_Jake Brown,3,all,,male,white,female,white,3
3_Dan Bird,3_Armani Gouveia,3,all,,female,person_of_color,male,white,3
"3_Olivia ""Livi"" Deane",3_Armani Gouveia,3,all,,female,person_of_color,female,white,3
3_Tyler Smith,3_Armani Gouveia,3,all,,female,person_of_color,male,white,3
3_Kasim Ahmed,3_Freddie Fraser,3,all,,male,white,male,person_of_color,3
3_Maia Gouveia,3_Freddie Fraser,3,all,,male,white,female,person_of_color,3
3_Armani Gouveia,3_Charlotte Berman,3,all,,female,person_of_color,female,person_of_color,3
1_Aaron Evans,1_Alex Gray,3,all,,female,white,male,white,3
1_Hannah Byczkowski,1_Alex Gray,3,all,,female,white,female,white,3
1_Meryl Williams,1_Ivan Brett,3,all,,male,white,female,white,3
"1_Wilfred ""Wilf"" Webster",1_Ivan Brett,3,all,,male,white,male,white,3
"1_Madelyn ""Maddy"" Smedley","1_Wilfred ""Wilf"" Webster",3,all,,male,white,female,white,3
1_Andrea Addison,1_Hannah Byczkowski,3,all,,female,white,female,white,3
1_Amanda Lovett,1_Ivan Brett,3,all,,male,white,female,white,3
1_Fay Greaves,1_Alex Gray,3,all,,female,white,female,person_of_color,3
1_Theo Mayne,1_Alex Gray,3,all,,female,white,male,white,3
1_Alex Gray,1_Ivan Brett,3,all,,male,white,female,white,3
1_Rayan Rachedi,1_Alex Gray,3,all,,female,white,male,white,3
1_Alyssa Chan,1_Hannah Byczkowski,3,all,,female,white,female,person_of_color,3
1_Matt Harris,1_Ivan Brett,3,all,,male,white,male,white,3
1_Tom Elderfield,1_Ivan Brett,3,all,,male,white,male,white,3
1_John McManus,1_Ivan Brett,3,all,,male,white,male,white,3
1_Ivan Brett,1_Alex Gray,3,all,,female,white,male,white,3
1_Aaron Evans,1_Alex Gray,3,1,,female,white,male,white,3
1_Hannah Byczkowski,1_Alex Gray,3,1,,female,white,female,white,3
1_Meryl Williams,1_Ivan Brett,3,1,,male,white,female,white,3
"1_Wilfred ""Wilf"" Webster",1_Ivan Brett,3,1,,male,white,male,white,3
"1_Madelyn ""Maddy"" Smedley","1_Wilfred ""Wilf"" Webster",3,1,,male,white,female,white,3
1_Andrea Addison,1_Hannah Byczkowski,3,1,,female,white,female,white,3
1_Amanda Lovett,1_Ivan Brett,3,1,,male,white,female,white,3
1_Fay Greaves,1_Alex Gray,3,1,,female,white,female,person_of_color,3
1_Theo Mayne,1_Alex Gray,3,1,,female,white,male,white,3
1_Alex Gray,1_Ivan Brett,3,1,,male,white,female,white,3
1_Rayan Rachedi,1_Alex Gray,3,1,,female,white,male,white,3
1_Alyssa Chan,1_Hannah Byczkowski,3,1,,female,white,female,person_of_color,3
1_Matt Harris,1_Ivan Brett,3,1,,male,white,male,white,3
1_Tom Elderfield,1_Ivan Brett,3,1,,male,white,male,white,3
1_John McManus,1_Ivan Brett,3,1,,male,white,male,white,3
1_Ivan Brett,1_Alex Gray,3,1,,female,white,male,white,3
2_Harry Clark,2_Ash Bibi,3,2,,female,person_of_color,male,white,3
2_Mollie Pearce,2_Brian Davidson,3,2,,male,white,female,white,3
2_Jaz Singh,2_Brian Davidson,3,2,,male,white,male,person_of_color,3
2_Andrew Jenkins,2_Ash Bibi,3,2,,female,person_of_color,male,white,3
2_Evie Morrison,2_Ash Bibi,3,2,,female,person_of_color,female,white,3
2_Jasmine Boatswain,2_Brian Davidson,3,2,,male,white,female,person_of_color,3
2_Zack Davies,2_Diane Carson,3,2,,female,white,male,white,3
2_Ross Carson,2_Ash Bibi,3,2,,female,person_of_color,male,white,3
2_Charlotte Chilton,2_Brian Davidson,3,2,,male,white,female,white,3
2_Charlie Bees,2_Diane Carson,3,2,,female,white,female,white,3
2_Paul Gorton,2_Ash Bibi,3,2,,female,person_of_color,male,white,3
2_Miles Asteri,2_Brian Davidson,3,2,,male,white,male,person_of_color,3
2_Anthony Mathurin,2_Brian Davidson,3,2,,male,white,male,person_of_color,3
2_Tracey Griffin,2_Ash Bibi,3,2,,female,person_of_color,female,white,3
2_Jonny Holloway,2_Brian Davidson,3,2,,male,white,male,white,3
2_Meg Corrick,2_Diane Carson,3,2,,female,white,female,white,3
3_Jake Brown,3_Armani Gouveia,3,3,,female,person_of_color,male,white,3
3_Leanne Quigley,3_Armani Gouveia,3,3,,female,person_of_color,female,white,3
3_Francesca Rowan-Plowden,3_Maia Gouveia,3,3,,female,person_of_color,female,white,3
3_Charlotte Berman,3_Kasim Ahmed,3,3,,male,person_of_color,female,person_of_color,3
3_Freddie Fraser,3_Armani Gouveia,3,3,,female,person_of_color,male,white,3
3_Minah Shannon,3_Armani Gouveia,3,3,,female,person_of_color,female,person_of_color,3
3_Joe Scott,3_Kasim Ahmed,3,3,,male,person_of_color,male,white,3
3_Leon Jackman,3_Armani Gouveia,3,3,,female,person_of_color,male,person_of_color,3
3_Lisa Coupland,3_Joe Scott,3,3,,male,white,female,white,3
3_Alex Oleksy,3_Armani Gouveia,3,3,,female,person_of_color,male,white,3
3_Anna Duke,3_Kasim Ahmed,3,3,,male,person_of_color,female,white,3
3_Linda Rands,3_Jake Brown,3,3,,male,white,female,white,3
3_Dan Bird,3_Armani Gouveia,3,3,,female,person_of_color,male,white,3
"3_Olivia ""Livi"" Deane",3_Armani Gouveia,3,3,,female,person_of_color,female,white,3
3_Tyler Smith,3_Armani Gouveia,3,3,,female,person_of_color,male,white,3
3_Kasim Ahmed,3_Freddie Fraser,3,3,,male,white,male,person_of_color,3
3_Maia Gouveia,3_Freddie Fraser,3,3,,male,white,female,person_of_color,3
3_Armani Gouveia,3_Charlotte Berman,3,3,,female,person_of_color,female,person_of_color,3
4_Rachel Duffy,4_Ross Garshong,3,4,,male,person_of_color,female,white,3
4_Stephen Libby,"4_Marzook ""Maz"" Bana",3,4,,male,person_of_color,male,white,3
4_Jack Butler,4_Reece Ward,3,4,,male,white,male,white,3
4_Faraaz Noor,4_Sam Little,3,4,,male,white,male,person_of_color,3
4_Jade Scott,4_Ross Garshong,3,4,,male,person_of_color,female,person_of_color,3
4_James Baker,4_Reece Ward,3,4,,male,white,male,white,3
4_Roxy Wilson,4_Ross Garshong,3,4,,male,person_of_color,female,person_of_color,3
4_Matthew Hyndman,4_Sam Little,3,4,,male,white,male,white,3
4_Ellie Buckley,4_Reece Ward,3,4,,male,white,female,white,3
4_Jessie Stride,4_Reece Ward,3,4,,male,white,female,white,3
4_Sam Little,4_Reece Ward,3,4,,male,white,male,white,3
4_Adam Waughman,4_Jade Scott,3,4,,female,person_of_color,male,white,3
4_Harriet Tyce,4_Ross Garshong,3,4,,male,person_of_color,female,white,3
4_Fiona Hughes,4_Ross Garshong,3,4,,male,person_of_color,female,white,3
4_Reece Ward,4_Ross Garshong,3,4,,male,person_of_color,male,white,3
4_Amanda Collier,4_Jade Scott,3,4,,female,person_of_color,female,white,3
"4_Marzook ""Maz"" Bana",4_Jade Scott,3,4,,female,person_of_color,male,person_of_color,3
4_Ross Garshong,4_Stephen Libby,3,4,,male,white,male,person_of_color,3
C1_Alan Carr,C1_David Olusoga,3,C1,,male,person_of_color,male,white,3
C1_David Olusoga,C1_Clare Balding,3,C1,,female,white,male,person_of_color,3
C1_Nick Mohammed,C1_Celia Imrie,3,C1,,female,white,male,person_of_color,3
C1_Joe Marler,C1_Jonathan Ross,3,C1,,male,white,male,white,3
C1_Cat Burns,C1_Stephen Fry,3,C1,,male,white,female,person_of_color,3
C1_Kate Garraway,C1_Clare Balding,3,C1,,female,white,female,white,3
C1_Celia Imrie,C1_David Olusoga,3,C1,,male,person_of_color,female,white,3
C1_Jonathan Ross,C1_Clare Balding,3,C1,,female,white,male,white,3
C1_Lucy Beaumont,C1_Clare Balding,3,C1,,female,white,female,white,3
C1_Stephen Fry,C1_Clare Balding,3,C1,,female,white,male,white,3
C1_Joe Wilkinson,C1_Clare Balding,3,C1,,female,white,male,white,3
C1_Mark Bonnar,C1_Charlotte Church,3,C1,,female,white,male,white,3
C1_Charlotte Church,C1_Clare Balding,3,C1,,female,white,female,white,3
C1_Clare Balding,C1_Charlotte Church,3,C1,,female,white,female,white,3
2_Harry Clark,2_Ash Bibi,4,all,,female,person_of_color,male,white,4
2_Mollie Pearce,2_Ash Bibi,4,all,,female,person_of_color,female,white,4
2_Jaz Singh,2_Paul Gorton,4,all,,male,white,male,person_of_color,4
2_Andrew Jenkins,2_Ash Bibi,4,all,,female,person_of_color,male,white,4
2_Evie Morrison,2_Ash Bibi,4,all,,female,person_of_color,female,white,4
2_Jasmine Boatswain,2_Ash Bibi,4,all,,female,person_of_color,female,person_of_color,4
2_Zack Davies,2_Meg Corrick,4,all,,female,white,male,white,4
2_Ross Carson,2_Ash Bibi,4,all,,female,person_of_color,male,white,4
2_Charlotte Chilton,2_Ash Bibi,4,all,,female,person_of_color,female,white,4
2_Charlie Bees,2_Ash Bibi,4,all,,female,person_of_color,female,white,4
2_Paul Gorton,2_Ash Bibi,4,all,,female,person_of_color,male,white,4
2_Miles Asteri,2_Ash Bibi,4,all,,female,person_of_color,male,person_of_color,4
2_Diane Carson,2_Ash Bibi,4,all,,female,person_of_color,female,white,4
2_Anthony Mathurin,2_Ash Bibi,4,all,,female,person_of_color,male,person_of_color,4
2_Tracey Griffin,2_Ash Bibi,4,all,,female,person_of_color,female,white,4
2_Jonny Holloway,2_Ash Bibi,4,all,,female,person_of_color,male,white,4
2_Meg Corrick,2_Jasmine Boatswain,4,all,,female,person_of_color,female,white,4
2_Ash Bibi,2_Evie Morrison,4,all,,female,white,female,person_of_color,4
C1_Alan Carr,C1_Mark Bonnar,4,all,C1_Mark Bonnar,male,white,male,white,4
C1_David Olusoga,C1_Stephen Fry,4,all,,male,white,male,person_of_color,4
C1_Nick Mohammed,C1_Kate Garraway,4,all,C1_Mark Bonnar,female,white,male,person_of_color,4
C1_Joe Marler,C1_Mark Bonnar,4,all,C1_Mark Bonnar,male,white,male,white,4
C1_Cat Burns,C1_David Olusoga,4,all,C1_David Olusoga,male,person_of_color,female,person_of_color,4
C1_Kate Garraway,C1_Mark Bonnar,4,all,C1_Mark Bonnar,male,white,female,white,4
C1_Celia Imrie,C1_Jonathan Ross,4,all,C1_David Olusoga,male,white,female,white,4
C1_Jonathan Ross,C1_David Olusoga,4,all,C1_David Olusoga,male,person_of_color,male,white,4
C1_Lucy Beaumont,C1_Mark Bonnar,4,all,C1_Mark Bonnar,male,white,female,white,4
C1_Stephen Fry,C1_David Olusoga,4,all,C1_David Olusoga,male,person_of_color,male,white,4
C1_Joe Wilkinson,C1_David Olusoga,4,all,C1_David Olusoga,male,person_of_color,male,white,4
C1_Mark Bonnar,C1_Kate Garraway,4,all,,female,white,male,white,4
4_Rachel Duffy,4_Sam Little,4,all,Reece,male,white,female,white,4
4_Stephen Libby,4_Amanda Collier,4,all,Amanda,female,white,male,white,4
4_Jack Butler,4_Reece Ward,4,all,Reece,male,white,male,white,4
4_Faraaz Noor,4_Stephen Libby,4,all,Reece,male,white,male,person_of_color,4
4_Jade Scott,4_Amanda Collier,4,all,Amanda,female,white,female,person_of_color,4
4_James Baker,4_Reece Ward,4,all,Reece,male,white,male,white,4
4_Roxy Wilson,4_Reece Ward,4,all,Reece,male,white,female,person_of_color,4
4_Matthew Hyndman,4_Amanda Collier,4,all,Amanda,female,white,male,white,4
4_Ellie Buckley,4_Amanda Collier,4,all,Amanda,female,white,female,white,4
4_Jessie Stride,4_Stephen Libby,4,all,Amanda,male,white,female,white,4
4_Sam Little,4_Amanda Collier,4,all,Amanda,female,white,male,white,4
4_Adam Waughman,4_Reece Ward,4,all,Reece,male,white,male,white,4
4_Harriet Tyce,4_Stephen Libby,4,all,Amanda,male,white,female,white,4
4_Fiona Hughes,4_Reece Ward,4,all,Reece,male,white,female,white,4
4_Reece Ward,4_Ellie Buckley,4,all,,female,white,male,white,4
4_Amanda Collier,4_Jade Scott,4,all,,female,person_of_color,female,white,4
3_Jake Brown,3_Kasim Ahmed,4,all,,male,person_of_color,male,white,4
3_Leanne Quigley,3_Freddie Fraser,4,all,,male,white,female,white,4
3_Francesca Rowan-Plowden,3_Freddie Fraser,4,all,,male,white,female,white,4
3_Charlotte Berman,3_Anna Duke,4,all,,female,white,female,person_of_color,4
3_Freddie Fraser,3_Kasim Ahmed,4,all,,male,person_of_color,male,white,4
3_Minah Shannon,3_Kasim Ahmed,4,all,,male,person_of_color,female,person_of_color,4
3_Joe Scott,3_Kasim Ahmed,4,all,,male,person_of_color,male,white,4
3_Leon Jackman,3_Kasim Ahmed,4,all,,male,person_of_color,male,person_of_color,4
3_Lisa Coupland,3_Anna Duke,4,all,,female,white,female,white,4
3_Alex Oleksy,3_Anna Duke,4,all,,female,white,male,white,4
3_Anna Duke,3_Kasim Ahmed,4,all,,male,person_of_color,female,white,4
3_Linda Rands,3_Anna Duke,4,all,,female,white,female,white,4
3_Dan Bird,3_Anna Duke,4,all,,female,white,male,white,4
"3_Olivia ""Livi"" Deane",3_Freddie Fraser,4,all,,male,white,female,white,4
3_Tyler Smith,3_Kasim Ahmed,4,all,,male,person_of_color,male,white,4
3_Kasim Ahmed,3_Freddie Fraser,4,all,,male,white,male,person_of_color,4
1_Aaron Evans,1_Tom Elderfield,4,all,,male,white,male,white,4
1_Hannah Byczkowski,1_Alex Gray,4,all,,female,white,female,white,4
1_Meryl Williams,1_Tom Elderfield,4,all,,male,white,female,white,4
"1_Wilfred ""Wilf"" Webster",1_Alex Gray,4,all,,female,white,male,white,4
"1_Madelyn ""Maddy"" Smedley","1_Wilfred ""Wilf"" Webster",4,all,,male,white,female,white,4
1_Andrea Addison,1_Tom Elderfield,4,all,,male,white,female,white,4
1_Amanda Lovett,1_Alex Gray,4,all,,female,white,female,white,4
1_Fay Greaves,1_Tom Elderfield,4,all,,male,white,female,person_of_color,4
1_Theo Mayne,1_Tom Elderfield,4,all,,male,white,male,white,4
1_Alex Gray,1_Rayan Rachedi,4,all,,male,white,female,white,4
1_Rayan Rachedi,1_Tom Elderfield,4,all,,male,white,male,white,4
1_Alyssa Chan,1_Alex Gray,4,all,,female,white,female,person_of_color,4
1_Matt Harris,1_Tom Elderfield,4,all,,male,white,male,white,4
1_Tom Elderfield,1_Alyssa Chan,4,all,,female,person_of_color,male,white,4
1_Aaron Evans,1_Tom Elderfield,4,1,,male,white,male,white,4
1_Hannah Byczkowski,1_Alex Gray,4,1,,female,white,female,white,4
1_Meryl Williams,1_Tom Elderfield,4,1,,male,white,female,white,4
"1_Wilfred ""Wilf"" Webster",1_Alex Gray,4,1,,female,white,male,white,4
"1_Madelyn ""Maddy"" Smedley","1_Wilfred ""Wilf"" Webster",4,1,,male,white,female,white,4
1_Andrea Addison,1_Tom Elderfield,4,1,,male,white,female,white,4
1_Amanda Lovett,1_Alex Gray,4,1,,female,white,female,white,4
1_Fay Greaves,1_Tom Elderfield,4,1,,male,white,female,person_of_color,4
1_Theo Mayne,1_Tom Elderfield,4,1,,male,white,male,white,4
1_Alex Gray,1_Rayan Rachedi,4,1,,male,white,female,white,4
1_Rayan Rachedi,1_Tom Elderfield,4,1,,male,white,male,white,4
1_Alyssa Chan,1_Alex Gray,4,1,,female,white,female,person_of_color,4
1_Matt Harris,1_Tom Elderfield,4,1,,male,white,male,white,4
1_Tom Elderfield,1_Alyssa Chan,4,1,,female,person_of_color,male,white,4
2_Harry Clark,2_Ash Bibi,4,2,,female,person_of_color,male,white,4
2_Mollie Pearce,2_Ash Bibi,4,2,,female,person_of_color,female,white,4
2_Jaz Singh,2_Paul Gorton,4,2,,male,white,male,person_of_color,4
2_Andrew Jenkins,2_Ash Bibi,4,2,,female,person_of_color,male,white,4
2_Evie Morrison,2_Ash Bibi,4,2,,female,person_of_color,female,white,4
2_Jasmine Boatswain,2_Ash Bibi,4,2,,female,person_of_color,female,person_of_color,4
2_Zack Davies,2_Meg Corrick,4,2,,female,white,male,white,4
2_Ross Carson,2_Ash Bibi,4,2,,female,person_of_color,male,white,4
2_Charlotte Chilton,2_Ash Bibi,4,2,,female,person_of_color,female,white,4
2_Charlie Bees,2_Ash Bibi,4,2,,female,person_of_color,female,white,4
2_Paul Gorton,2_Ash Bibi,4,2,,female,person_of_color,male,white,4
2_Miles Asteri,2_Ash Bibi,4,2,,female,person_of_color,male,person_of_color,4
2_Diane Carson,2_Ash Bibi,4,2,,female,person_of_color,female,white,4
2_Anthony Mathurin,2_Ash Bibi,4,2,,female,person_of_color,male,person_of_color,4
2_Tracey Griffin,2_Ash Bibi,4,2,,female,person_of_color,female,white,4
2_Jonny Holloway,2_Ash Bibi,4,2,,female,person_of_color,male,white,4
2_Meg Corrick,2_Jasmine Boatswain,4,2,,female,person_of_color,female,white,4
2_Ash Bibi,2_Evie Morrison,4,2,,female,white,female,person_of_color,4
3_Jake Brown,3_Kasim Ahmed,4,3,,male,person_of_color,male,white,4
3_Leanne Quigley,3_Freddie Fraser,4,3,,male,white,female,white,4
3_Francesca Rowan-Plowden,3_Freddie Fraser,4,3,,male,white,female,white,4
3_Charlotte Berman,3_Anna Duke,4,3,,female,white,female,person_of_color,4
3_Freddie Fraser,3_Kasim Ahmed,4,3,,male,person_of_color,male,white,4
3_Minah Shannon,3_Kasim Ahmed,4,3,,male,person_of_color,female,person_of_color,4
3_Joe Scott,3_Kasim Ahmed,4,3,,male,person_of_color,male,white,4
3_Leon Jackman,3_Kasim Ahmed,4,3,,male,person_of_color,male,person_of_color,4
3_Lisa Coupland,3_Anna Duke,4,3,,female,white,female,white,4
3_Alex Oleksy,3_Anna Duke,4,3,,female,white,male,white,4
3_Anna Duke,3_Kasim Ahmed,4,3,,male,person_of_color,female,white,4
3_Linda Rands,3_Anna Duke,4,3,,female,white,female,white,4
3_Dan Bird,3_Anna Duke,4,3,,female,white,male,white,4
"3_Olivia ""Livi"" Deane",3_Freddie Fraser,4,3,,male,white,female,white,4
3_Tyler Smith,3_Kasim Ahmed,4,3,,male,person_of_color,male,white,4
3_Kasim Ahmed,3_Freddie Fraser,4,3,,male,white,male,person_of_color,4
4_Rachel Duffy,4_Sam Little,4,4,Reece,male,white,female,white,4
4_Stephen Libby,4_Amanda Collier,4,4,Amanda,female,white,male,white,4
4_Jack Butler,4_Reece Ward,4,4,Reece,male,white,male,white,4
4_Faraaz Noor,4_Stephen Libby,4,4,Reece,male,white,male,person_of_color,4
4_Jade Scott,4_Amanda Collier,4,4,Amanda,female,white,female,person_of_color,4
4_James Baker,4_Reece Ward,4,4,Reece,male,white,male,white,4
4_Roxy Wilson,4_Reece Ward,4,4,Reece,male,white,female,person_of_color,4
4_Matthew Hyndman,4_Amanda Collier,4,4,Amanda,female,white,male,white,4
4_Ellie Buckley,4_Amanda Collier,4,4,Amanda,female,white,female,white,4
4_Jessie Stride,4_Stephen Libby,4,4,Amanda,male,white,female,white,4
4_Sam Little,4_Amanda Collier,4,4,Amanda,female,white,male,white,4
4_Adam Waughman,4_Reece Ward,4,4,Reece,male,white,male,white,4
4_Harriet Tyce,4_Stephen Libby,4,4,Amanda,male,white,female,white,4
4_Fiona Hughes,4_Reece Ward,4,4,Reece,male,white,female,white,4
4_Reece Ward,4_Ellie Buckley,4,4,,female,white,male,white,4
4_Amanda Collier,4_Jade Scott,4,4,,female,person_of_color,female,white,4
C1_Alan Carr,C1_Mark Bonnar,4,C1,C1_Mark Bonnar,male,white,male,white,4
C1_David Olusoga,C1_Stephen Fry,4,C1,,male,white,male,person_of_color,4
C1_Nick Mohammed,C1_Kate Garraway,4,C1,C1_Mark Bonnar,female,white,male,person_of_color,4
C1_Joe Marler,C1_Mark Bonnar,4,C1,C1_Mark Bonnar,male,white,male,white,4
C1_Cat Burns,C1_David Olusoga,4,C1,C1_David Olusoga,male,person_of_color,female,person_of_color,4
C1_Kate Garraway,C1_Mark Bonnar,4,C1,C1_Mark Bonnar,male,white,female,white,4
C1_Celia Imrie,C1_Jonathan Ross,4,C1,C1_David Olusoga,male,white,female,white,4
C1_Jonathan Ross,C1_David Olusoga,4,C1,C1_David Olusoga,male,person_of_color,male,white,4
C1_Lucy Beaumont,C1_Mark Bonnar,4,C1,C1_Mark Bonnar,male,white,female,white,4
C1_Stephen Fry,C1_David Olusoga,4,C1,C1_David Olusoga,male,person_of_color,male,white,4
C1_Joe Wilkinson,C1_David Olusoga,4,C1,C1_David Olusoga,male,person_of_color,male,white,4
C1_Mark Bonnar,C1_Kate Garraway,4,C1,,female,white,male,white,4
2_Harry Clark,2_Jonny Holloway,5,all,,male,white,male,white,5
2_Mollie Pearce,2_Jonny Holloway,5,all,,male,white,female,white,5
2_Jaz Singh,2_Jonny Holloway,5,all,,male,white,male,person_of_color,5
2_Andrew Jenkins,2_Jonny Holloway,5,all,,male,white,male,white,5
2_Evie Morrison,2_Jonny Holloway,5,all,,male,white,female,white,5
2_Jasmine Boatswain,2_Jonny Holloway,5,all,,male,white,female,person_of_color,5
2_Zack Davies,2_Anthony Mathurin,5,all,,male,person_of_color,male,white,5
2_Ross Carson,2_Jonny Holloway,5,all,,male,white,male,white,5
2_Charlotte Chilton,2_Jonny Holloway,5,all,,male,white,female,white,5
2_Charlie Bees,2_Anthony Mathurin,5,all,,male,person_of_color,female,white,5
2_Paul Gorton,2_Jonny Holloway,5,all,,male,white,male,white,5
2_Miles Asteri,2_Zack Davies,5,all,,male,white,male,person_of_color,5
2_Diane Carson,2_Jonny Holloway,5,all,,male,white,female,white,5
2_Anthony Mathurin,2_Jonny Holloway,5,all,,male,white,male,person_of_color,5
2_Tracey Griffin,2_Jonny Holloway,5,all,,male,white,female,white,5
2_Jonny Holloway,2_Ross Carson,5,all,,male,white,male,white,5
C1_Alan Carr,C1_Joe Marler,5,all,,male,white,male,white,5
C1_David Olusoga,C1_Stephen Fry,5,all,,male,white,male,person_of_color,5
C1_Nick Mohammed,C1_Stephen Fry,5,all,,male,white,male,person_of_color,5
C1_Joe Marler,C1_Jonathan Ross,5,all,,male,white,male,white,5
C1_Cat Burns,C1_Stephen Fry,5,all,,male,white,female,person_of_color,5
C1_Kate Garraway,C1_Nick Mohammed,5,all,,male,person_of_color,female,white,5
C1_Celia Imrie,C1_Joe Marler,5,all,,male,white,female,white,5
C1_Jonathan Ross,C1_Stephen Fry,5,all,,male,white,male,white,5
C1_Lucy Beaumont,C1_Jonathan Ross,5,all,,male,white,female,white,5
C1_Stephen Fry,C1_David Olusoga,5,all,,male,person_of_color,male,white,5
4_Rachel Duffy,4_Fiona Hughes,5,all,,female,white,female,white,5
4_Stephen Libby,4_Fiona Hughes,5,all,,female,white,male,white,5
4_Jack Butler,4_Fiona Hughes,5,all,,female,white,male,white,5
4_Faraaz Noor,4_Sam Little,5,all,,male,white,male,person_of_color,5
4_Jade Scott,4_Fiona Hughes,5,all,,female,white,female,person_of_color,5
4_James Baker,4_Fiona Hughes,5,all,,female,white,male,white,5
4_Roxy Wilson,4_Fiona Hughes,5,all,,female,white,female,person_of_color,5
4_Matthew Hyndman,4_Sam Little,5,all,,male,white,male,white,5
4_Ellie Buckley,4_Sam Little,5,all,,male,white,female,white,5
4_Jessie Stride,4_Fiona Hughes,5,all,,female,white,female,white,5
4_Sam Little,4_Fiona Hughes,5,all,,female,white,male,white,5
4_Adam Waughman,4_Jade Scott,5,all,,female,person_of_color,male,white,5
4_Harriet Tyce,4_Fiona Hughes,5,all,,female,white,female,white,5
4_Fiona Hughes,4_Sam Little,5,all,,male,white,female,white,5
3_Jake Brown,3_Tyler Smith,5,all,,male,white,male,white,5
3_Leanne Quigley,3_Tyler Smith,5,all,,male,white,female,white,5
3_Francesca Rowan-Plowden,3_Tyler Smith,5,all,,male,white,female,white,5
3_Alexander Dragonetti,3_Lisa Coupland,5,all,,female,white,male,white,5
3_Charlotte Berman,3_Tyler Smith,5,all,,male,white,female,person_of_color,5
3_Freddie Fraser,3_Tyler Smith,5,all,,male,white,male,white,5
3_Minah Shannon,3_Tyler Smith,5,all,,male,white,female,person_of_color,5
3_Joe Scott,3_Tyler Smith,5,all,,male,white,male,white,5
3_Leon Jackman,3_Tyler Smith,5,all,,male,white,male,person_of_color,5
3_Lisa Coupland,3_Tyler Smith,5,all,,male,white,female,white,5
3_Alex Oleksy,3_Tyler Smith,5,all,,male,white,male,white,5
3_Anna Duke,3_Lisa Coupland,5,all,,female,white,female,white,5
3_Linda Rands,3_Tyler Smith,5,all,,male,white,female,white,5
3_Fozia Fazil,3_Lisa Coupland,5,all,,female,white,female,person_of_color,5
3_Dan Bird,3_Tyler Smith,5,all,,male,white,male,white,5
"3_Olivia ""Livi"" Deane",3_Freddie Fraser,5,all,,male,white,female,white,5
3_Tyler Smith,3_Freddie Fraser,5,all,,male,white,male,white,5
1_Aaron Evans,1_Rayan Rachedi,5,all,,male,white,male,white,5
1_Hannah Byczkowski,1_Alyssa Chan,5,all,,female,person_of_color,female,white,5
1_Meryl Williams,"1_Madelyn ""Maddy"" Smedley",5,all,,female,white,female,white,5
"1_Wilfred ""Wilf"" Webster",1_Alyssa Chan,5,all,,female,person_of_color,male,white,5
1_Kieran Tompsett,"1_Wilfred ""Wilf"" Webster",5,all,,male,white,male,white,5
"1_Madelyn ""Maddy"" Smedley","1_Wilfred ""Wilf"" Webster",5,all,,male,white,female,white,5
1_Andrea Addison,1_Alyssa Chan,5,all,,female,person_of_color,female,white,5
